1000000;1943
1500000;2749
2000000;4173
2500000;5171
3000000;6943
3500000;7836
4000000;8795
4500000;9801
5000000;10235
5500000;11606
6000000;12262
6500000;13838
7000000;15446
7500000;16015
8000000;15729
8500000;17776
9000000;20266
9500000;19720
10000000;20707
