1;18660
5;11732
10;13410
15;13483
20;14455
25;12647
30;12862
35;16026
40;14970
45;14624
50;16303
55;14759
60;16195
65;14870
70;18157
75;19053
80;18100
85;17314
90;16924
95;20281
100;11924
105;12636
110;17146
115;12719
120;13461
125;16746
130;13914
135;13904
140;16403
145;18887
150;13654
155;16532
160;20525
165;23338
170;36677
175;27527
180;33261
185;35013
190;23961
195;30262
200;23833
205;23617
210;25790
215;31489
220;33104
225;27196
230;26116
235;26529
240;23254
245;23163
250;27185
255;22560
